,dense,channel,extract_num,error,encoding_t,sampling_t,extract_t,compare_t,total_t,calc_total
16,256,32,0.1,0,0.019,1.601,0.132,5.694,7.699,5.826
16,256,32,1.0,0,0.017,1.597,0.132,36.599,38.605,36.731
4,64,32,0.1,0,0.005,1.216,0.103,5.756,7.335,5.859
4,64,32,1.0,0,0.005,1.214,0.103,36.299,37.877,36.402
4,128,32,0.1,0,0.011,1.343,0.117,6.037,7.76,6.154
4,128,32,1.0,0,0.009,1.344,0.113,36.411,38.132,36.524
4,256,32,0.1,0,0.02,1.598,0.132,5.745,7.973,5.877
4,256,32,1.0,0,0.017,1.592,0.132,36.415,38.413,36.547
256,64,32,0.1,0,0.005,1.147,0.11,6.188,7.706,6.298
256,64,32,1.0,0,0.005,1.155,0.111,36.594,38.127,36.705
256,128,32,0.1,0,0.01,1.256,0.124,5.757,7.401,5.880999999999999
256,128,32,1.0,0,0.009,1.254,0.124,36.873,38.517,36.997
256,256,32,0.1,0,0.019,1.519,0.161,5.821,7.772,5.981999999999999
256,256,32,1.0,0,0.017,1.513,0.16,36.636,38.584,36.796
64,64,32,0.1,0,0.005,1.143,0.111,6.051,7.569,6.162
64,64,32,1.0,0,0.005,1.149,0.11,36.664,38.187,36.774
64,128,32,0.1,0,0.011,1.258,0.125,5.774,7.42,5.899
64,128,32,1.0,0,0.009,1.266,0.124,36.802,38.456,36.926
64,256,32,0.1,0,0.019,1.515,0.161,5.891,7.84,6.052
64,256,32,1.0,0,0.017,1.511,0.161,36.471,38.415,36.632
16,64,32,0.1,0,0.005,1.147,0.11,6.184,7.705,6.2940000000000005
16,64,32,1.0,0,0.005,1.147,0.11,36.44,37.965,36.55
16,128,32,0.1,0,0.011,1.255,0.124,5.894,7.539,6.018
16,128,32,1.0,0,0.009,1.259,0.123,36.676,38.326,36.799
16,256,32,0.1,0,0.021,1.511,0.161,5.838,7.787,5.999
16,256,32,1.0,0,0.017,1.51,0.159,36.572,38.523,36.731
4,64,32,0.1,0,0.005,1.147,0.111,5.828,7.567,5.939
4,64,32,1.0,0,0.005,1.146,0.11,36.564,38.088,36.674
4,128,32,0.1,0,0.011,1.257,0.124,5.818,7.464,5.941999999999999
4,128,32,1.0,0,0.009,1.253,0.125,36.719,38.369,36.844
4,256,32,0.1,0,0.019,1.525,0.161,5.841,7.8,6.002
4,256,32,1.0,0,0.017,1.521,0.162,36.496,38.465,36.658
256,64,32,0.1,0,0.005,1.22,0.104,6.037,7.628,6.141
256,64,32,1.0,0,0.005,1.214,0.104,36.641,38.235,36.745
256,128,32,0.1,0,0.011,1.334,0.114,6.076,7.793,6.19
256,128,32,1.0,0,0.009,1.336,0.114,36.578,38.299,36.692
256,256,32,0.1,0,0.019,1.601,0.133,5.787,8.023,5.92
256,256,32,1.0,0,0.017,1.597,0.133,36.59,38.604,36.723000000000006
64,64,32,0.1,0,0.005,1.223,0.103,5.817,7.403,5.92
64,64,32,1.0,0,0.005,1.219,0.103,36.79,38.38,36.893
64,128,32,0.1,0,0.011,1.356,0.114,5.781,7.523,5.895
64,128,32,1.0,0,0.009,1.329,0.113,36.548,38.269,36.661
64,256,32,0.1,0,0.019,1.599,0.133,6.085,8.095,6.218
64,256,32,1.0,0,0.017,1.604,0.132,36.537,38.557,36.669
16,64,32,0.1,0,0.005,1.218,0.104,5.747,7.333,5.851
16,64,32,1.0,0,0.005,1.214,0.104,36.863,38.448,36.967
16,128,32,0.1,0,0.01,1.34,0.113,5.726,7.449,5.839
16,128,32,1.0,0,0.009,1.333,0.113,36.532,38.248,36.645
16,256,32,0.1,0,0.02,1.602,0.135,6.089,8.104,6.224
16,256,32,1.0,0,0.017,1.594,0.133,36.477,38.481,36.61
4,64,32,0.1,0,0.005,1.221,0.105,5.729,7.322,5.8340000000000005
4,64,32,1.0,0,0.005,1.226,0.104,36.788,38.386,36.892
4,128,32,0.1,0,0.011,1.349,0.113,5.766,7.497,5.879
4,128,32,1.0,0,0.009,1.332,0.113,36.649,38.365,36.762
4,256,32,0.1,0,0.02,1.606,0.134,5.754,7.771,5.888
4,256,32,1.0,0,0.019,1.805,0.133,36.608,38.829,36.741
256,64,32,0.1,0,0.005,1.234,0.103,6.201,7.809,6.303999999999999
256,64,32,1.0,0,0.005,1.23,0.103,36.539,38.147,36.642
256,128,32,0.1,0,0.011,1.342,0.112,5.829,7.554,5.941
256,128,32,1.0,0,0.009,1.347,0.112,36.688,38.427,36.8
256,256,32,0.1,0,0.021,1.612,0.131,5.936,7.96,6.067
256,256,32,1.0,0,0.019,1.607,0.132,36.393,38.423,36.525
64,64,32,0.1,0,0.005,1.229,0.103,6.156,7.758,6.259
64,64,32,1.0,0,0.005,1.238,0.103,36.512,38.124,36.615
64,128,32,0.1,0,0.011,1.347,0.111,5.821,7.552,5.932
64,128,32,1.0,0,0.009,1.351,0.112,36.789,38.53,36.901
64,256,32,0.1,0,0.021,1.612,0.131,5.804,7.83,5.9350000000000005
64,256,32,1.0,0,0.019,1.608,0.13,36.592,38.622,36.722
16,64,32,0.1,0,0.005,1.228,0.103,6.01,7.606,6.113
16,64,32,1.0,0,0.005,1.235,0.102,36.62,38.234,36.722
16,128,32,0.1,0,0.01,1.35,0.112,5.747,7.478,5.859
16,128,32,1.0,0,0.009,1.345,0.111,36.789,38.526,36.9
16,256,32,0.1,0,0.021,1.616,0.131,5.802,7.83,5.933
16,256,32,1.0,0,0.019,1.612,0.134,36.558,38.595,36.692
4,64,32,0.1,0,0.005,1.234,0.103,6.094,7.697,6.197
4,64,32,1.0,0,0.005,1.229,0.103,36.446,38.056,36.549
4,128,32,0.1,0,0.01,1.342,0.111,5.79,7.514,5.901
4,128,32,1.0,0,0.009,1.345,0.111,36.794,38.526,36.905
4,256,32,0.1,0,0.021,1.611,0.131,5.749,7.777,5.88
4,256,32,1.0,0,0.019,1.619,0.13,36.456,38.495,36.586000000000006
256,64,32,0.1,0,0.005,1.178,0.109,5.989,7.55,6.098
256,64,32,1.0,0,0.005,1.176,0.108,36.548,38.106,36.656
256,128,32,0.1,0,0.01,1.292,0.121,6.039,7.724,6.16
256,128,32,1.0,0,0.009,1.287,0.119,36.597,38.276,36.716
256,256,32,0.1,0,0.02,1.55,0.154,5.745,7.731,5.899
256,256,32,1.0,0,0.017,1.535,0.153,36.875,38.848,37.028
64,64,32,0.1,0,0.005,1.178,0.108,5.762,7.319,5.869999999999999
64,64,32,1.0,0,0.005,1.173,0.109,36.67,38.226,36.779
64,128,32,0.1,0,0.009,1.289,0.12,5.982,7.665,6.102
64,128,32,1.0,0,0.009,1.287,0.119,36.681,38.364,36.8
64,256,32,0.1,0,0.02,1.535,0.156,5.725,7.695,5.880999999999999
64,256,32,1.0,0,0.017,1.549,0.154,36.758,38.749,36.912000000000006
16,64,32,0.1,0,0.005,1.176,0.109,5.738,7.291,5.847
16,64,32,1.0,0,0.005,1.174,0.108,36.567,38.12,36.675
16,128,32,0.1,0,0.01,1.285,0.119,6.127,7.804,6.246
16,128,32,1.0,0,0.009,1.287,0.12,36.506,38.195,36.626
16,256,32,0.1,0,0.019,1.547,0.153,5.905,7.889,6.058
16,256,32,1.0,0,0.017,1.54,0.153,36.53,38.51,36.683
4,64,32,0.1,0,0.005,1.174,0.108,5.893,7.448,6.001
4,64,32,1.0,0,0.005,1.196,0.108,36.544,38.12,36.652
4,128,32,0.1,0,0.009,1.294,0.12,5.787,7.473,5.907
4,128,32,1.0,0,0.009,1.293,0.119,36.448,38.145,36.567
4,256,32,0.1,0,0.019,1.545,0.154,6.061,8.045,6.215
4,256,32,1.0,0,0.017,1.557,0.153,36.394,38.394,36.547
256,64,32,0.1,0,0.006,1.258,0.1,6.239,7.873,6.339
256,64,32,1.0,0,0.005,1.252,0.1,36.256,37.886,36.356
256,128,32,0.1,0,0.009,1.377,0.107,5.884,7.643,5.9910000000000005
256,128,32,1.0,0,0.009,1.374,0.107,36.47,38.237,36.577
256,256,32,0.1,0,0.019,1.642,0.124,5.771,7.826,5.895
256,256,32,1.0,0,0.017,1.644,0.123,36.539,38.597,36.662
64,64,32,0.1,0,0.006,1.265,0.1,5.794,7.429,5.893999999999999
64,64,32,1.0,0,0.005,1.255,0.099,36.351,37.981,36.45
64,128,32,0.1,0,0.01,1.374,0.107,6.086,7.847,6.1930000000000005
64,128,32,1.0,0,0.009,1.382,0.107,36.248,38.02,36.355
64,256,32,0.1,0,0.019,1.647,0.124,5.868,7.925,5.992
64,256,32,1.0,0,0.017,1.652,0.125,36.479,38.553,36.604
16,64,32,0.1,0,0.005,1.255,0.1,5.782,7.408,5.882
16,64,32,1.0,0,0.006,1.288,0.1,36.186,37.853,36.286
16,128,32,0.1,0,0.009,1.377,0.107,6.054,7.817,6.1610000000000005
16,128,32,1.0,0,0.009,1.38,0.107,36.25,38.017,36.357
16,256,32,0.1,0,0.02,1.648,0.124,6.035,8.094,6.159
16,256,32,1.0,0,0.017,1.643,0.124,36.312,38.367,36.436
4,64,32,0.1,0,0.005,1.257,0.1,5.77,7.402,5.869999999999999
4,64,32,1.0,0,0.005,1.257,0.1,36.556,38.192,36.656
4,128,32,0.1,0,0.009,1.37,0.107,5.804,7.561,5.9110000000000005
4,128,32,1.0,0,0.009,1.37,0.107,36.301,38.058,36.408
4,256,32,0.1,0,0.019,1.646,0.124,6.054,8.109,6.178
4,256,32,1.0,0,0.017,1.646,0.124,36.352,38.412,36.476
256,64,32,0.1,0,0.005,1.253,0.101,6.244,7.874,6.345
256,64,32,1.0,0,0.005,1.266,0.1,36.436,38.082,36.536
256,128,32,0.1,0,0.009,1.378,0.109,5.75,7.512,5.859
256,128,32,1.0,0,0.009,1.371,0.108,36.619,38.382,36.727
256,256,32,0.1,0,0.019,1.668,0.125,5.844,7.925,5.969
256,256,32,1.0,0,0.017,1.648,0.125,36.26,38.324,36.385
64,64,32,0.1,0,0.005,1.259,0.101,6.141,7.774,6.242
64,64,32,1.0,0,0.005,1.253,0.1,36.312,37.945,36.412
64,128,32,0.1,0,0.009,1.385,0.109,5.923,7.695,6.032
64,128,32,1.0,0,0.009,1.6,0.109,36.272,38.264,36.381
64,256,32,0.1,0,0.019,1.641,0.124,5.867,7.919,5.991
64,256,32,1.0,0,0.017,1.649,0.124,36.597,38.664,36.721
16,64,32,0.1,0,0.005,1.255,0.1,5.773,7.401,5.872999999999999
16,64,32,1.0,0,0.005,1.269,0.102,36.333,37.981,36.435
16,128,32,0.1,0,0.009,1.382,0.109,6.124,7.888,6.233
16,128,32,1.0,0,0.009,1.386,0.109,36.392,38.173,36.501000000000005
16,256,32,0.1,0,0.019,1.647,0.124,5.855,7.913,5.979
16,256,32,1.0,0,0.017,1.637,0.125,36.683,38.737,36.808
4,64,32,0.1,0,0.005,1.257,0.1,5.902,7.533,6.002
4,64,32,1.0,0,0.005,1.258,0.1,36.476,38.337,36.576
4,128,32,0.1,0,0.009,1.382,0.108,5.881,7.647,5.989
4,128,32,1.0,0,0.009,1.375,0.107,36.566,38.334,36.673
4,256,32,0.1,0,0.019,1.649,0.125,5.994,8.058,6.119
4,256,32,1.0,0,0.017,1.642,0.124,36.659,38.715,36.783
256,64,32,0.1,0,0.005,1.243,0.101,6.246,7.866,6.347
256,64,32,1.0,0,0.005,1.242,0.101,36.261,37.891,36.362
256,128,32,0.1,0,0.01,1.371,0.109,5.756,7.52,5.865
256,128,32,1.0,0,0.009,1.364,0.109,36.704,38.468,36.813
256,256,32,0.1,0,0.019,1.636,0.127,5.843,7.895,5.97
256,256,32,1.0,0,0.017,1.633,0.128,36.535,38.589,36.663
64,64,32,0.1,0,0.005,1.245,0.101,6.093,7.716,6.194
64,64,32,1.0,0,0.005,1.25,0.1,36.513,38.147,36.613
64,128,32,0.1,0,0.01,1.37,0.11,5.797,7.781,5.907
64,128,32,1.0,0,0.009,1.369,0.11,36.501,38.268,36.611
64,256,32,0.1,0,0.02,1.633,0.127,5.829,7.881,5.956
64,256,32,1.0,0,0.017,1.635,0.127,36.741,38.801,36.868
16,64,32,0.1,0,0.005,1.249,0.101,5.805,7.434,5.906
16,64,32,1.0,0,0.005,1.242,0.101,36.586,38.209,36.687
16,128,32,0.1,0,0.009,1.369,0.109,6.102,7.863,6.211
16,128,32,1.0,0,0.009,1.365,0.109,36.502,38.264,36.611
16,256,32,0.1,0,0.019,1.636,0.127,5.789,7.843,5.916
16,256,32,1.0,0,0.017,1.635,0.128,36.734,38.789,36.862
4,64,32,0.1,0,0.005,1.243,0.101,5.844,7.463,5.945
4,64,32,1.0,0,0.005,1.245,0.101,36.489,38.114,36.59
4,128,32,0.1,0,0.009,1.368,0.109,6.131,7.89,6.24
4,128,32,1.0,0,0.009,1.369,0.109,36.337,38.101,36.446000000000005
4,256,32,0.1,0,0.019,1.645,0.127,6.231,8.297,6.358
4,256,32,1.0,0,0.017,1.633,0.127,36.375,38.434,36.502
256,64,32,0.1,0,0.005,1.17,0.11,5.953,7.739,6.063000000000001
256,64,32,1.0,0,0.005,1.173,0.108,36.428,37.995,36.536
256,128,32,0.1,0,0.013,1.287,0.119,5.839,7.536,5.958
256,128,32,1.0,0,0.009,1.283,0.12,36.739,38.432,36.859
256,256,32,0.1,0,0.019,1.552,0.155,5.933,7.934,6.088
256,256,32,1.0,0,0.017,1.539,0.154,36.432,38.423,36.586000000000006
64,64,32,0.1,0,0.005,1.168,0.108,6.169,7.728,6.276999999999999
64,64,32,1.0,0,0.005,1.175,0.108,36.497,38.065,36.605
64,128,32,0.1,0,0.009,1.292,0.12,5.848,7.543,5.968
64,128,32,1.0,0,0.009,1.285,0.12,36.817,38.515,36.937
64,256,32,0.1,0,0.019,1.545,0.154,5.794,7.788,5.948
64,256,32,1.0,0,0.017,1.541,0.153,36.59,38.583,36.743
16,64,32,0.1,0,0.005,1.167,0.108,6.001,7.555,6.109
16,64,32,1.0,0,0.005,1.174,0.109,36.57,38.141,36.679
16,128,32,0.1,0,0.01,1.289,0.12,6.005,7.696,6.125
16,128,32,1.0,0,0.009,1.285,0.12,36.541,38.235,36.661
16,256,32,0.1,0,0.019,1.543,0.154,5.797,7.786,5.951
16,256,32,1.0,0,0.017,1.544,0.154,36.656,38.655,36.81
4,64,32,0.1,0,0.005,1.168,0.108,5.692,7.251,5.8
4,64,32,1.0,0,0.005,1.169,0.108,36.54,38.103,36.648
4,128,32,0.1,0,0.009,1.282,0.119,5.975,7.66,6.093999999999999
4,128,32,1.0,0,0.009,1.303,0.121,36.625,38.335,36.746
4,256,32,0.1,0,0.019,1.54,0.154,5.666,7.659,5.82
4,256,32,1.0,0,0.017,1.537,0.153,36.716,38.938,36.869
256,64,32,0.1,0,0.005,1.274,0.098,6.048,7.706,6.146
256,64,32,1.0,0,0.005,1.271,0.099,36.549,38.212,36.648
256,128,32,0.1,0,0.009,1.391,0.105,5.837,7.621,5.942
256,128,32,1.0,0,0.009,1.401,0.106,36.457,38.258,36.563
256,256,32,0.1,0,0.02,1.663,0.12,6.121,8.201,6.2410000000000005
256,256,32,1.0,0,0.017,1.658,0.12,36.398,38.472,36.518
64,64,32,0.1,0,0.005,1.27,0.099,5.814,7.467,5.913
64,64,32,1.0,0,0.005,1.274,0.098,36.672,38.332,36.77
64,128,32,0.1,0,0.009,1.389,0.105,5.753,7.533,5.8580000000000005
64,128,32,1.0,0,0.009,1.389,0.106,36.306,38.093,36.412
64,256,32,0.1,0,0.02,1.893,0.121,5.874,8.185,5.994999999999999
64,256,32,1.0,0,0.017,1.664,0.12,36.282,38.367,36.402
16,64,32,0.1,0,0.005,1.274,0.099,5.974,7.632,6.073
16,64,32,1.0,0,0.005,1.282,0.098,36.473,38.139,36.571
16,128,32,0.1,0,0.009,1.399,0.106,5.789,7.578,5.895
16,128,32,1.0,0,0.009,1.393,0.106,36.749,38.537,36.855
16,256,32,0.1,0,0.019,1.672,0.121,5.791,7.88,5.912000000000001
16,256,32,1.0,0,0.017,1.66,0.12,36.559,38.644,36.679
4,64,32,0.1,0,0.005,1.275,0.099,6.055,7.711,6.154
4,64,32,1.0,0,0.005,1.273,0.099,36.261,37.924,36.36
4,128,32,0.1,0,0.009,1.395,0.105,5.937,7.73,6.042000000000001
4,128,32,1.0,0,0.009,1.393,0.106,36.68,38.47,36.786
4,256,32,0.1,0,0.021,1.659,0.12,5.945,8.025,6.065
4,256,32,1.0,0,0.017,1.656,0.121,36.378,38.454,36.499
256,64,32,0.1,0,0.005,1.193,0.107,5.947,7.536,6.054
256,64,32,1.0,0,0.005,1.189,0.107,36.391,37.978,36.498
256,128,32,0.1,0,0.009,1.316,0.118,6.052,7.772,6.17
256,128,32,1.0,0,0.009,1.308,0.117,36.27,37.993,36.387
256,256,32,0.1,0,0.019,1.565,0.15,5.926,7.943,6.0760000000000005
256,256,32,1.0,0,0.017,1.567,0.15,36.49,38.513,36.64
64,64,32,0.1,0,0.005,1.195,0.106,5.939,7.531,6.045
64,64,32,1.0,0,0.005,1.193,0.107,36.476,38.07,36.583
64,128,32,0.1,0,0.01,1.304,0.117,5.933,7.642,6.05
64,128,32,1.0,0,0.009,1.306,0.118,36.322,38.044,36.440000000000005
64,256,32,0.1,0,0.021,1.561,0.149,6.054,8.07,6.203
64,256,32,1.0,0,0.017,1.565,0.15,36.363,38.381,36.513
16,64,32,0.1,0,0.005,1.193,0.108,5.775,7.361,5.883
16,64,32,1.0,0,0.005,1.19,0.108,36.646,38.238,36.754
16,128,32,0.1,0,0.009,1.306,0.118,5.781,7.495,5.899
16,128,32,1.0,0,0.009,1.306,0.12,36.434,38.16,36.554
16,256,32,0.1,0,0.021,1.56,0.149,6.038,8.047,6.187
16,256,32,1.0,0,0.017,1.562,0.15,36.471,38.489,36.621
4,64,32,0.1,0,0.005,1.194,0.107,5.75,7.335,5.857
4,64,32,1.0,0,0.005,1.191,0.106,36.658,38.253,36.764
4,128,32,0.1,0,0.011,1.306,0.117,5.764,7.486,5.881
4,128,32,1.0,0,0.009,1.303,0.116,36.419,38.131,36.535
4,256,32,0.1,0,0.021,1.564,0.149,6.017,8.036,6.166
4,256,32,1.0,0,0.017,1.565,0.15,36.366,38.384,36.516
256,64,32,0.1,0,0.005,1.191,0.107,6.027,7.835,6.134
256,64,32,1.0,0,0.005,1.183,0.107,36.602,38.187,36.709
256,128,32,0.1,0,0.009,1.316,0.118,5.822,7.546,5.94
256,128,32,1.0,0,0.009,1.307,0.117,36.916,38.64,37.033
256,256,32,0.1,0,0.019,1.564,0.149,5.808,7.822,5.957
256,256,32,1.0,0,0.017,1.566,0.148,36.658,38.674,36.806
64,64,32,0.1,0,0.005,1.186,0.107,6.036,7.617,6.143
64,64,32,1.0,0,0.005,1.183,0.106,36.66,38.237,36.766
64,128,32,0.1,0,0.01,1.304,0.118,5.76,7.475,5.878
64,128,32,1.0,0,0.009,1.304,0.118,36.806,38.523,36.924
64,256,32,0.1,0,0.019,1.567,0.149,5.829,7.848,5.978
64,256,32,1.0,0,0.017,1.562,0.149,36.605,38.622,36.754
16,64,32,0.1,0,0.005,1.402,0.107,5.898,7.698,6.005
16,64,32,1.0,0,0.005,1.186,0.107,36.568,38.151,36.675
16,128,32,0.1,0,0.009,1.313,0.118,6.013,7.735,6.131
16,128,32,1.0,0,0.009,1.309,0.117,36.567,38.287,36.684
16,256,32,0.1,0,0.02,1.566,0.149,5.78,7.795,5.929
16,256,32,1.0,0,0.017,1.558,0.149,36.904,38.918,37.053
4,64,32,0.1,0,0.006,1.186,0.107,5.856,7.435,5.963
4,64,32,1.0,0,0.005,1.19,0.106,36.64,38.229,36.746
4,128,32,0.1,0,0.009,1.307,0.117,6.134,7.849,6.251
4,128,32,1.0,0,0.009,1.31,0.117,36.512,38.238,36.629
4,256,32,0.1,0,0.019,1.564,0.151,5.975,7.993,6.126
4,256,32,1.0,0,0.017,1.561,0.149,36.676,38.69,36.825
256,64,32,0.1,0,0.005,1.261,0.1,6.039,7.914,6.138999999999999
256,64,32,1.0,0,0.005,1.258,0.1,36.557,38.211,36.657
256,128,32,0.1,0,0.009,1.373,0.108,5.822,7.594,5.93
256,128,32,1.0,0,0.009,1.386,0.107,36.779,38.572,36.886
256,256,32,0.1,0,0.019,1.658,0.124,5.83,7.916,5.954
256,256,32,1.0,0,0.017,1.626,0.124,36.495,38.551,36.619
64,64,32,0.1,0,0.006,1.264,0.1,6.097,7.75,6.197
64,64,32,1.0,0,0.005,1.262,0.1,36.453,38.111,36.553
64,128,32,0.1,0,0.009,1.381,0.108,5.997,7.783,6.105
64,128,32,1.0,0,0.009,1.38,0.108,36.707,38.497,36.815
64,256,32,0.1,0,0.019,1.638,0.124,5.943,8.016,6.066999999999999
64,256,32,1.0,0,0.017,1.651,0.124,36.346,38.433,36.47
16,64,32,0.1,0,0.005,1.259,0.1,6.137,7.788,6.236999999999999
16,64,32,1.0,0,0.005,1.261,0.1,36.529,38.184,36.629000000000005
16,128,32,0.1,0,0.009,1.375,0.11,6.114,7.894,6.224
16,128,32,1.0,0,0.01,1.378,0.107,36.571,38.358,36.678
16,256,32,0.1,0,0.021,1.627,0.124,5.801,7.859,5.925
16,256,32,1.0,0,0.017,1.657,0.124,36.711,38.804,36.835
4,64,32,0.1,0,0.005,1.252,0.1,5.733,7.374,5.832999999999999
4,64,32,1.0,0,0.005,1.256,0.1,36.602,38.256,36.702
4,128,32,0.1,0,0.01,1.385,0.107,6.066,7.851,6.173
4,128,32,1.0,0,0.01,1.381,0.107,36.574,38.364,36.681
4,256,32,0.1,0,0.021,1.632,0.127,5.814,7.879,5.941
4,256,32,1.0,0,0.017,1.638,0.123,36.731,38.803,36.854
256,64,32,0.1,0,0.006,1.281,0.099,6.086,7.764,6.1850000000000005
256,64,32,1.0,0,0.005,1.279,0.099,36.547,38.45,36.646
256,128,32,0.1,0,0.009,1.4,0.106,5.845,7.65,5.951
256,128,32,1.0,0,0.009,1.401,0.106,36.629,38.439,36.735
256,256,32,0.1,0,0.019,1.665,0.121,6.045,8.134,6.166
256,256,32,1.0,0,0.017,1.668,0.121,36.627,38.725,36.748000000000005
64,64,32,0.1,0,0.005,1.283,0.099,5.86,7.535,5.9590000000000005
64,64,32,1.0,0,0.005,1.281,0.099,36.673,38.352,36.772
64,128,32,0.1,0,0.01,1.395,0.106,5.87,7.667,5.976
64,128,32,1.0,0,0.009,1.398,0.106,36.626,38.438,36.732
64,256,32,0.1,0,0.019,1.681,0.121,6.118,8.236,6.239000000000001
64,256,32,1.0,0,0.017,1.671,0.121,36.556,38.657,36.677
16,64,32,0.1,0,0.005,1.282,0.099,5.801,7.473,5.9
16,64,32,1.0,0,0.005,1.281,0.099,36.691,38.369,36.79
16,128,32,0.1,0,0.009,1.4,0.109,5.829,7.636,5.938
16,128,32,1.0,0,0.009,1.404,0.106,36.8,38.612,36.906
16,256,32,0.1,0,0.021,1.666,0.12,5.834,7.931,5.954
16,256,32,1.0,0,0.019,1.659,0.12,36.61,38.703,36.73
4,64,32,0.1,0,0.005,1.275,0.099,6.117,7.785,6.216
4,64,32,1.0,0,0.005,1.276,0.099,36.496,38.167,36.595
4,128,32,0.1,0,0.01,1.402,0.106,5.783,7.587,5.889
4,128,32,1.0,0,0.009,1.394,0.106,36.606,38.64,36.712
4,256,32,0.1,0,0.019,1.67,0.121,5.806,7.903,5.927
4,256,32,1.0,0,0.017,1.665,0.12,36.642,38.736,36.762
256,64,32,0.1,0,0.005,1.219,0.105,6.046,7.872,6.151000000000001
256,64,32,1.0,0,0.005,1.219,0.104,36.59,38.217,36.694
256,128,32,0.1,0,0.009,1.341,0.118,6.025,7.785,6.143000000000001
256,128,32,1.0,0,0.009,1.332,0.114,36.631,38.38,36.745
256,256,32,0.1,0,0.019,1.597,0.133,5.833,8.099,5.966
256,256,32,1.0,0,0.017,1.598,0.133,36.672,38.714,36.805
64,64,32,0.1,0,0.005,1.215,0.104,5.829,7.441,5.933
64,64,32,1.0,0,0.005,1.214,0.104,36.777,38.396,36.881
64,128,32,0.1,0,0.009,1.337,0.114,5.825,7.573,5.939
64,128,32,1.0,0,0.009,1.331,0.114,36.585,38.339,36.699
64,256,32,0.1,0,0.019,1.598,0.134,6.163,8.203,6.297000000000001
64,256,32,1.0,0,0.017,1.605,0.133,36.573,38.626,36.706
16,64,32,0.1,0,0.005,1.217,0.104,5.996,7.613,6.1000000000000005
16,64,32,1.0,0,0.005,1.222,0.105,36.696,38.325,36.801
16,128,32,0.1,0,0.009,1.334,0.114,5.989,7.737,6.103
16,128,32,1.0,0,0.009,1.339,0.114,36.394,38.155,36.508
16,256,32,0.1,0,0.019,1.6,0.133,6.209,8.252,6.342
16,256,32,1.0,0,0.017,1.599,0.133,36.507,38.552,36.64
4,64,32,0.1,0,0.005,1.226,0.104,6.165,7.79,6.269
4,64,32,1.0,0,0.005,1.214,0.104,36.565,38.185,36.669
4,128,32,0.1,0,0.009,1.342,0.114,5.853,7.607,5.967
4,128,32,1.0,0,0.009,1.34,0.113,36.843,38.604,36.956
4,256,32,0.1,0,0.019,1.595,0.133,5.848,7.884,5.981
4,256,32,1.0,0,0.017,1.602,0.134,36.676,38.727,36.81
256,64,32,0.1,0,0.005,1.219,0.105,6.039,7.665,6.144
256,64,32,1.0,0,0.005,1.23,0.104,36.724,38.366,36.828
256,128,32,0.1,0,0.009,1.329,0.117,6.115,7.861,6.232
256,128,32,1.0,0,0.009,1.332,0.114,36.58,38.332,36.694
256,256,32,0.1,0,0.019,1.607,0.135,5.842,7.894,5.976999999999999
256,256,32,1.0,0,0.017,1.598,0.134,36.902,38.95,37.036
64,64,32,0.1,0,0.005,1.22,0.104,5.85,7.468,5.954
64,64,32,1.0,0,0.005,1.217,0.103,36.566,38.192,36.669
64,128,32,0.1,0,0.01,1.333,0.114,6.132,7.877,6.246
64,128,32,1.0,0,0.009,1.331,0.114,36.63,38.383,36.744
64,256,32,0.1,0,0.019,1.61,0.134,5.899,7.952,6.033
64,256,32,1.0,0,0.017,1.608,0.134,36.847,38.908,36.981
16,64,32,0.1,0,0.005,1.214,0.107,5.823,7.439,5.930000000000001
16,64,32,1.0,0,0.005,1.217,0.104,36.929,38.553,37.033
16,128,32,0.1,0,0.011,1.336,0.115,5.746,7.499,5.861000000000001
16,128,32,1.0,0,0.01,1.332,0.114,36.736,38.49,36.85
16,256,32,0.1,0,0.019,1.598,0.134,6.042,8.085,6.176
16,256,32,1.0,0,0.019,1.598,0.134,36.775,38.822,36.909
4,64,32,0.1,0,0.005,1.219,0.104,5.723,7.346,5.827
4,64,32,1.0,0,0.005,1.213,0.104,36.892,38.514,36.996
4,128,32,0.1,0,0.01,1.332,0.115,5.765,7.515,5.88
4,128,32,1.0,0,0.01,1.33,0.114,36.757,38.511,36.871
4,256,32,0.1,0,0.019,1.595,0.134,6.085,8.126,6.219
4,256,32,1.0,0,0.019,1.591,0.134,36.689,38.732,36.823
256,64,32,0.1,0,0.005,1.303,0.096,6.109,8.033,6.205
256,64,32,1.0,0,0.005,1.308,0.096,36.586,38.294,36.682
256,128,32,0.1,0,0.009,1.421,0.101,5.854,7.681,5.955
256,128,32,1.0,0,0.009,1.42,0.102,36.872,38.703,36.974
256,256,32,0.1,0,0.019,1.695,0.113,5.857,7.983,5.970000000000001
256,256,32,1.0,0,0.017,1.695,0.113,36.613,38.738,36.726
64,64,32,0.1,0,0.005,1.309,0.096,6.118,7.841,6.214
64,64,32,1.0,0,0.005,1.299,0.096,36.461,38.16,36.557
64,128,32,0.1,0,0.01,1.429,0.102,5.853,7.687,5.955
64,128,32,1.0,0,0.009,1.423,0.102,36.908,38.745,37.01
64,256,32,0.1,0,0.019,1.69,0.113,5.8,7.915,5.913
64,256,32,1.0,0,0.017,1.698,0.113,36.478,38.606,36.591
16,64,32,0.1,0,0.005,1.296,0.095,6.11,7.799,6.205
